Observation.Date,Year,Species,General.Type,eBird.Group,Count,Substrate,Repeat.Observation,Sex,Breeding.Activity,Slough.Water.Elevation..ft.
2023-01-24,2023,American Pipit,Insectivores - Terrestrial,Wagtails and Pipits,1,Vegetation - Herbaceous,No,,,
2023-01-24,2023,American Pipit,Insectivores - Terrestrial,Wagtails and Pipits,1,Flyover,No,,,
2023-01-24,2023,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Tree,No,,,
2023-01-24,2023,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Flyover,No,,,
2023-01-24,2023,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Tree,No,,,
2023-01-24,2023,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Air,No,,,
2023-01-24,2023,Anna's Hummingbird,Hummingbirds,Hummingbirds,2,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Air,No,,,
2023-01-24,2023,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Tree,No,,,
2023-01-24,2023,Bewick's Wren,Insectivores - Terrestrial,Wrens,1,Bare ground,No,,,
2023-01-24,2023,Bewick's Wren,Insectivores - Terrestrial,Wrens,1,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Black-necked Stilt,Shorebirds,Shorebirds,2,Water - Wading,No,,,
2023-01-24,2023,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Fence,No,,,
2023-01-24,2023,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Shrub,No,,,
2023-01-24,2023,Bushtit,Insectivores - Terrestrial,Penduline-Tits and Long-tailed Tits,2,Vegetation - Shrub,No,,,
2023-01-24,2023,Bushtit,Insectivores - Terrestrial,Penduline-Tits and Long-tailed Tits,8,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Bushtit,Insectivores - Terrestrial,Penduline-Tits and Long-tailed Tits,10,Vegetation - Tree,No,,,
2023-01-24,2023,Bushtit,Insectivores - Terrestrial,Penduline-Tits and Long-tailed Tits,1,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Bushtit,Insectivores - Terrestrial,Penduline-Tits and Long-tailed Tits,6,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Bushtit,Insectivores - Terrestrial,Penduline-Tits and Long-tailed Tits,9,Vegetation - Shrub,No,,,
2023-01-24,2023,California Thrasher,Insectivores - Terrestrial,"Catbirds, Mockingbirds, and Thrashers",1,Vegetation - Shrub,No,,,
2023-01-24,2023,California Towhee,Omnivores,New World Sparrows,1,Bare ground,No,,,
2023-01-24,2023,California Towhee,Omnivores,New World Sparrows,2,Vegetation - Shrub,No,,,
2023-01-24,2023,California Towhee,Omnivores,New World Sparrows,1,Bare ground,No,,,
2023-01-24,2023,California Towhee,Omnivores,New World Sparrows,1,Building,No,,,
2023-01-24,2023,Canada Goose,Waterfowl & Friends,Waterfowl,3,Flyover,No,,,
2023-01-24,2023,Canada Goose,Waterfowl & Friends,Waterfowl,2,Flyover,No,,,
2023-01-24,2023,Cassin's Kingbird,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Common Yellowthroat,Warblers,Wood-Warblers,1,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Common Yellowthroat,Warblers,Wood-Warblers,1,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Common Yellowthroat,Warblers,Wood-Warblers,1,Vegetation - Shrub,No,,,
2023-01-24,2023,Common Yellowthroat,Warblers,Wood-Warblers,1,Vegetation - Shrub,No,,,
2023-01-24,2023,Common Yellowthroat,Warblers,Wood-Warblers,1,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Downy Woodpecker,Insectivores - Terrestrial,Woodpeckers,1,Vegetation - Tree,No,,,
2023-01-24,2023,Eared Grebe,Waterfowl & Friends,Grebes,1,Water - Floating,No,,,
2023-01-24,2023,Eared Grebe,Waterfowl & Friends,Grebes,1,Water - Floating,No,,,
2023-01-24,2023,Gadwall,Waterfowl & Friends,Waterfowl,8,Water - Floating,No,,,
2023-01-24,2023,Gadwall,Waterfowl & Friends,Waterfowl,3,Water - Floating,No,,,
2023-01-24,2023,Great Blue Heron,"Herons, Egrets, Ibis","Herons, Ibis, and Allies",1,Water - Wading,No,,,4.7
2023-01-24,2023,Great Blue Heron,"Herons, Egrets, Ibis","Herons, Ibis, and Allies",1,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Great Blue Heron,"Herons, Egrets, Ibis","Herons, Ibis, and Allies",1,Water - Wading,No,,,
2023-01-24,2023,Great Blue Heron,"Herons, Egrets, Ibis","Herons, Ibis, and Allies",1,Water - Wading,No,,,
2023-01-24,2023,Great Egret,"Herons, Egrets, Ibis","Herons, Ibis, and Allies",1,Water - Wading,No,,,
2023-01-24,2023,Greater White-fronted Goose,Waterfowl & Friends,Waterfowl,91,Water - Wading,No,,,
2023-01-24,2023,Greater Yellowlegs,Shorebirds,Shorebirds,2,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Greater Yellowlegs,Shorebirds,Shorebirds,4,Water - Wading,No,,,
2023-01-24,2023,Greater Yellowlegs,Shorebirds,Shorebirds,1,Water - Wading,No,,,
2023-01-24,2023,Greater Yellowlegs,Shorebirds,Shorebirds,1,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Greater Yellowlegs,Shorebirds,Shorebirds,1,Bare ground,No,,,
2023-01-24,2023,Hermit Thrush,Insectivores - Terrestrial,Thrushes,2,Bare ground,No,,,
2023-01-24,2023,Hooded Merganser,Waterfowl & Friends,Waterfowl,1,Water - Floating,No,,,
2023-01-24,2023,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",2,Flyover,No,,,
2023-01-24,2023,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",6,Vegetation - Shrub,No,,,
2023-01-24,2023,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",2,Vegetation - Herbaceous,No,,,
2023-01-24,2023,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",2,Vegetation - Herbaceous,No,,,
2023-01-24,2023,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",2,Vegetation - Herbaceous,No,,,
2023-01-24,2023,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",2,Vegetation - Herbaceous,No,,,
2023-01-24,2023,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",2,Bare ground,No,,,
2023-01-24,2023,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",1,Vegetation - Tree,No,,,
2023-01-24,2023,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",8,Vegetation - Tree,No,,,
2023-01-24,2023,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",3,Vegetation - Herbaceous,No,,,
2023-01-24,2023,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",3,Vegetation - Herbaceous,No,,,
2023-01-24,2023,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",2,Vegetation - Shrub,No,,,
2023-01-24,2023,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",1,Bare ground,No,,,
2023-01-24,2023,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",1,Vegetation - Tree,No,,,
2023-01-24,2023,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",4,Bare ground,No,,,
2023-01-24,2023,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",1,Vegetation - Shrub,No,,,
2023-01-24,2023,House Sparrow,Omnivores,Old World Sparrows,1,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Killdeer,Shorebirds,Shorebirds,5,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Killdeer,Shorebirds,Shorebirds,1,Water - Wading,No,,,
2023-01-24,2023,Killdeer,Shorebirds,Shorebirds,4,Water - Wading,No,,,
2023-01-24,2023,Killdeer,Shorebirds,Shorebirds,2,Bare ground,No,,,
2023-01-24,2023,Killdeer,Shorebirds,Shorebirds,1,Bare ground,No,,,
2023-01-24,2023,Killdeer,Shorebirds,Shorebirds,2,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Killdeer,Shorebirds,Shorebirds,3,Water - Floating,No,,,
2023-01-24,2023,Least Sandpiper,Shorebirds,Shorebirds,10,Water - Wading,No,,,
2023-01-24,2023,Lesser Goldfinch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",1,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Lesser Goldfinch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",1,Vegetation - Tree,No,,,
2023-01-24,2023,Lesser Goldfinch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",2,Vegetation - Tree,No,,,
2023-01-24,2023,Lesser Goldfinch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",1,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Lesser Goldfinch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",2,Vegetation - Tree,No,,,
2023-01-24,2023,Lincoln's Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Shrub,No,,,
2023-01-24,2023,Lincoln's Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Fence,No,,,
2023-01-24,2023,Mallard,Waterfowl & Friends,Waterfowl,2,Water - Floating,No,,,
2023-01-24,2023,Mallard,Waterfowl & Friends,Waterfowl,2,Water - Floating,No,,,
2023-01-24,2023,Mallard,Waterfowl & Friends,Waterfowl,3,Water - Floating,No,,,
2023-01-24,2023,Mallard,Waterfowl & Friends,Waterfowl,2,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Mallard,Waterfowl & Friends,Waterfowl,8,Flyover,No,,,
2023-01-24,2023,Mallard,Waterfowl & Friends,Waterfowl,2,,No,,,
2023-01-24,2023,Mallard,Waterfowl & Friends,Waterfowl,3,Flyover,No,,,
2023-01-24,2023,Marsh Wren,Insectivores - Terrestrial,Wrens,2,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Marsh Wren,Insectivores - Terrestrial,Wrens,1,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Mew Gull,Gulls & Terns,"Gulls, Terns, and Skimmers",1,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Mourning Dove,Seed & Fruit Eaters,Pigeons and Doves,1,Vegetation - Shrub,No,,,
2023-01-24,2023,Mourning Dove,Seed & Fruit Eaters,Pigeons and Doves,1,Flyover,No,,,
2023-01-24,2023,Northern Mockingbird,Omnivores,"Catbirds, Mockingbirds, and Thrashers",1,Vegetation - Shrub,No,,,
2023-01-24,2023,Northern Mockingbird,Omnivores,"Catbirds, Mockingbirds, and Thrashers",1,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Northern Shoveler,Waterfowl & Friends,Waterfowl,10,Water - Floating,No,,,
2023-01-24,2023,Northern Shoveler,Waterfowl & Friends,Waterfowl,12,Water - Floating,No,,,
2023-01-24,2023,Northern Shoveler,Waterfowl & Friends,Waterfowl,2,Water - Wading,No,,,
2023-01-24,2023,Northern Shoveler,Waterfowl & Friends,Waterfowl,8,Water - Floating,No,,,
2023-01-24,2023,Northern Shoveler,Waterfowl & Friends,Waterfowl,4,Water - Floating,No,,,
2023-01-24,2023,Northern Shoveler,Waterfowl & Friends,Waterfowl,7,Water - Floating,No,,,
2023-01-24,2023,Northern Shoveler,Waterfowl & Friends,Waterfowl,3,Water - Floating,No,,,
2023-01-24,2023,Northern Shoveler,Waterfowl & Friends,Waterfowl,5,Water - Floating,No,,,
2023-01-24,2023,Oak Titmouse,Insectivores - Terrestrial,"Tits, Chickadees, and Titmice",1,Vegetation - Tree,No,,,
2023-01-24,2023,Orange-crowned Warbler,Warblers,Wood-Warblers,1,Vegetation - Shrub,No,,,
2023-01-24,2023,Red-tailed Hawk,Raptors,"Vultures, Hawks, and Allies",1,Flyover,No,,,
2023-01-24,2023,Red-winged Blackbird,Insectivores - Terrestrial,Blackbirds,1,Vegetation - Tree,No,,,
2023-01-24,2023,Red-winged Blackbird,Insectivores - Terrestrial,Blackbirds,6,Vegetation - Tree,No,,,
2023-01-24,2023,Red-winged Blackbird,Insectivores - Terrestrial,Blackbirds,1,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Rock Pigeon (Feral Pigeon),Seed & Fruit Eaters,Pigeons and Doves,9,Flyover,No,,,
2023-01-24,2023,Rock Pigeon (Feral Pigeon),Seed & Fruit Eaters,Pigeons and Doves,6,Flyover,No,,,
2023-01-24,2023,Rock Pigeon (Feral Pigeon),Seed & Fruit Eaters,Pigeons and Doves,1,Flyover,No,,,
2023-01-24,2023,Rock Pigeon (Feral Pigeon),Seed & Fruit Eaters,Pigeons and Doves,4,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Ruby-crowned Kinglet,Insectivores - Terrestrial,Kinglets,1,Vegetation - Shrub,No,,,
2023-01-24,2023,Ruby-crowned Kinglet,Insectivores - Terrestrial,Kinglets,1,Vegetation - Tree,No,,,
2023-01-24,2023,Ruby-crowned Kinglet,Insectivores - Terrestrial,Kinglets,1,Vegetation - Tree,No,,,
2023-01-24,2023,Ruby-crowned Kinglet,Insectivores - Terrestrial,Kinglets,1,Vegetation - Shrub,No,,,
2023-01-24,2023,Ruddy Duck,Waterfowl & Friends,Waterfowl,3,Water - Floating,No,,,
2023-01-24,2023,Ruddy Duck,Waterfowl & Friends,Waterfowl,1,Water - Floating,No,,,
2023-01-24,2023,Savannah Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Habitat Feature - Log,No,,,
2023-01-24,2023,Savannah Sparrow,Insectivores - Terrestrial,New World Sparrows,3,Bare ground,No,,,
2023-01-24,2023,Savannah Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Savannah Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Bare ground,No,,,
2023-01-24,2023,Savannah Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Fence,No,,,
2023-01-24,2023,Savannah Sparrow,Insectivores - Terrestrial,New World Sparrows,3,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Savannah Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Savannah Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Savannah Sparrow,Insectivores - Terrestrial,New World Sparrows,3,Bare ground,No,,,
2023-01-24,2023,Savannah Sparrow,Insectivores - Terrestrial,New World Sparrows,2,Habitat Feature - Log,No,,,
2023-01-24,2023,Savannah Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Savannah Sparrow,Insectivores - Terrestrial,New World Sparrows,2,Bare ground,No,,,
2023-01-24,2023,Say's Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Fence,No,,,
2023-01-24,2023,Say's Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Say's Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Say's Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Say's Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Say's Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Fence,No,,,
2023-01-24,2023,Say's Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Scaly-breasted Munia,Seed & Fruit Eaters,Estrildids,4,Vegetation - Tree,No,,,
2023-01-24,2023,Scaly-breasted Munia,Seed & Fruit Eaters,Estrildids,6,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Scaly-breasted Munia,Seed & Fruit Eaters,Estrildids,4,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Snow Goose,Waterfowl & Friends,Waterfowl,5,Water - Wading,No,,,
2023-01-24,2023,Snowy Egret,"Herons, Egrets, Ibis","Herons, Ibis, and Allies",1,Water - Wading,No,,,
2023-01-24,2023,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Shrub,No,,,
2023-01-24,2023,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,2,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Shrub,No,,,
2023-01-24,2023,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Tree,No,,,
2023-01-24,2023,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,3,Vegetation - Tree,No,,,
2023-01-24,2023,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Bare ground,No,,,
2023-01-24,2023,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Shrub,No,,,
2023-01-24,2023,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Shrub,No,,,
2023-01-24,2023,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,2,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Shrub,No,,,
2023-01-24,2023,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,2,Bare ground,No,,,
2023-01-24,2023,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Shrub,No,,,
2023-01-24,2023,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,2,Vegetation - Shrub,No,,,
2023-01-24,2023,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Shrub,No,,,
2023-01-24,2023,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Shrub,No,,,
2023-01-24,2023,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,2,Vegetation - Shrub,No,,,
2023-01-24,2023,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Shrub,No,,,
2023-01-24,2023,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Tree,No,,,
2023-01-24,2023,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Spotted Towhee,Omnivores,New World Sparrows,1,Bare ground,No,,,
2023-01-24,2023,Tropical Kingbird,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Tropical Kingbird,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Fence,No,,,
2023-01-24,2023,Turkey Vulture,Raptors,"Vultures, Hawks, and Allies",1,Habitat Feature - Log,No,,,
2023-01-24,2023,Western Bluebird,Insectivores - Terrestrial,Thrushes,3,Fence,No,,,
2023-01-24,2023,Western Bluebird,Insectivores - Terrestrial,Thrushes,2,Vegetation - Shrub,No,,,
2023-01-24,2023,Western Bluebird,Insectivores - Terrestrial,Thrushes,5,Vegetation - Shrub,No,,,
2023-01-24,2023,Western Bluebird,Insectivores - Terrestrial,Thrushes,5,Vegetation - Shrub,No,,,
2023-01-24,2023,Western Bluebird,Insectivores - Terrestrial,Thrushes,1,Fence,No,,,
2023-01-24,2023,Western Bluebird,Insectivores - Terrestrial,Thrushes,4,Vegetation - Shrub,No,,,
2023-01-24,2023,Western Gull,Gulls & Terns,"Gulls, Terns, and Skimmers",1,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Western Gull,Gulls & Terns,"Gulls, Terns, and Skimmers",1,Flyover,No,,,
2023-01-24,2023,Western Meadowlark,Insectivores - Terrestrial,Blackbirds,1,Air,No,,,
2023-01-24,2023,Western Meadowlark,Insectivores - Terrestrial,Blackbirds,1,Bare ground,No,,,
2023-01-24,2023,Western Sandpiper,Shorebirds,Shorebirds,1,Water - Wading,No,,,
2023-01-24,2023,White-breasted Nuthatch,Insectivores - Terrestrial,Nuthatches,1,Vegetation - Shrub,No,,,
2023-01-24,2023,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,4,Vegetation - Shrub,No,,,
2023-01-24,2023,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,2,Bare ground,No,,,
2023-01-24,2023,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,7,Vegetation - Shrub,No,,,
2023-01-24,2023,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,8,Vegetation - Tree,No,,,
2023-01-24,2023,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Bare ground,No,,,
2023-01-24,2023,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,5,Fence,No,,,
2023-01-24,2023,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,4,Vegetation - Herbaceous,No,,,
2023-01-24,2023,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,10,Vegetation - Shrub,No,,,
2023-01-24,2023,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,3,Vegetation - Herbaceous,No,,,
2023-01-24,2023,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,6,Vegetation - Shrub,No,,,
2023-01-24,2023,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,7,Vegetation - Herbaceous,No,,,
2023-01-24,2023,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,2,Vegetation - Shrub,No,,,
2023-01-24,2023,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,3,Vegetation - Shrub,No,,,
2023-01-24,2023,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,5,Vegetation - Shrub,No,,,
2023-01-24,2023,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,2,Bare ground,No,,,
2023-01-24,2023,Wrentit,Insectivores - Terrestrial,"Parrotbills, Wrentit, and Allies",1,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Wrentit,Insectivores - Terrestrial,"Parrotbills, Wrentit, and Allies",1,Vegetation - Tree,No,,,
2023-01-24,2023,Yellow-rumped Warbler,Warblers,Wood-Warblers,4,Bare ground,No,,,
2023-01-24,2023,Yellow-rumped Warbler,Warblers,Wood-Warblers,1,Vegetation - Shrub,No,,,
2023-01-24,2023,Yellow-rumped Warbler,Warblers,Wood-Warblers,1,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Yellow-rumped Warbler,Warblers,Wood-Warblers,1,Bare ground,No,,,
2023-01-24,2023,Yellow-rumped Warbler,Warblers,Wood-Warblers,1,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Yellow-rumped Warbler,Warblers,Wood-Warblers,1,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Yellow-rumped Warbler,Warblers,Wood-Warblers,1,Vegetation - Herbaceous,No,,,
2023-01-24,2023,Yellow-rumped Warbler,Warblers,Wood-Warblers,1,Flyover,No,,,
2023-01-24,2023,Yellow-rumped Warbler,Warblers,Wood-Warblers,3,Fence,No,,,
2023-01-24,2023,Yellow-rumped Warbler,Warblers,Wood-Warblers,2,Air,No,,,
2023-01-24,2023,Yellow-rumped Warbler,Warblers,Wood-Warblers,3,Vegetation - Tree,No,,,
2023-01-24,2023,Yellow-rumped Warbler,Warblers,Wood-Warblers,2,,No,,,
2023-01-24,2023,Yellow-rumped Warbler,Warblers,Wood-Warblers,1,Air,No,,,
2023-01-24,2023,Yellow-rumped Warbler,Warblers,Wood-Warblers,4,Flyover,No,,,
2023-01-24,2023,Yellow-rumped Warbler,Warblers,Wood-Warblers,1,Vegetation - Shrub,No,,,
2023-02-28,2023,Allen's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Shrub,No,,,
2023-02-28,2023,Allen's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Tree,No,,,
2023-02-28,2023,Allen's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Shrub,No,,,
2023-02-28,2023,American Coot,Waterfowl & Friends,"Rails, Gallinules, and Allies",20,Water - Floating,No,,,
2023-02-28,2023,American Coot,Waterfowl & Friends,"Rails, Gallinules, and Allies",1,Water - Floating,No,,,
2023-02-28,2023,American Coot,Waterfowl & Friends,"Rails, Gallinules, and Allies",2,Water - Floating,No,,,
2023-02-28,2023,American Crow,Omnivores,"Jays, Magpies, Crows, and Ravens",2,Air,No,,,
2023-02-28,2023,American Crow,Omnivores,"Jays, Magpies, Crows, and Ravens",1,Bare ground,No,,,
2023-02-28,2023,American Crow,Omnivores,"Jays, Magpies, Crows, and Ravens",1,Flyover,No,,,
2023-02-28,2023,American Crow,Omnivores,"Jays, Magpies, Crows, and Ravens",1,Vegetation - Tree,No,,,
2023-02-28,2023,American Crow,Omnivores,"Jays, Magpies, Crows, and Ravens",1,Vegetation - Shrub,No,,,
2023-02-28,2023,American Goldfinch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",1,Vegetation - Herbaceous,No,,,
2023-02-28,2023,American Goldfinch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",3,Vegetation - Tree,No,,,
2023-02-28,2023,American Wigeon,Waterfowl & Friends,Waterfowl,6,Water - Floating,No,,,
2023-02-28,2023,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Shrub,No,,,
2023-02-28,2023,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Tree,No,,,
2023-02-28,2023,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Tree,No,,,
2023-02-28,2023,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Shrub,No,,,
2023-02-28,2023,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,,No,,,
2023-02-28,2023,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Tree,No,,,
2023-02-28,2023,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,,No,,,
2023-02-28,2023,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Shrub,No,,,
2023-02-28,2023,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Tree,No,,,
2023-02-28,2023,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Shrub,No,,,
2023-02-28,2023,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Shrub,No,,,
2023-02-28,2023,Belted Kingfisher,Kingfishers,Kingfishers,1,Air,No,,,
2023-02-28,2023,Bewick's Wren,Insectivores - Terrestrial,Wrens,1,Vegetation - Shrub,No,,,
2023-02-28,2023,Bewick's Wren,Insectivores - Terrestrial,Wrens,1,Vegetation - Tree,No,,,
2023-02-28,2023,Bewick's Wren,Insectivores - Terrestrial,Wrens,1,Vegetation - Tree,No,,,
